51.223.150.30   - [03-Oct-2020 00:01:13 Asia/Riyadh] "GET /ar/about-src-2/ :443" 200 - Mozilla/5.0 (Linux; Android 9; SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.120 Mobile Safari/537.36
94.49.91.96     - [03-Oct-2020 17:24:25 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 17:24:27 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
180.248.58.73   - [03-Oct-2020 17:29:43 Asia/Riyadh] "GET /vendor/phpunit/phpunit/phpunit.xml :443" 404 - Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0
180.248.58.73   - [03-Oct-2020 17:29:45 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0
94.49.91.96     - [03-Oct-2020 17:34:22 Asia/Riyadh] "OPTIONS /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 17:34:26 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
5.111.29.159    - [03-Oct-2020 17:34:27 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 10; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36
94.49.91.96     - [03-Oct-2020 17:34:28 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 17:44:22 Asia/Riyadh] "OPTIONS /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 17:44:25 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 17:44:27 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
69.191.249.214  - [03-Oct-2020 17:53:24 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
94.49.91.96     - [03-Oct-2020 17:54:22 Asia/Riyadh] "OPTIONS /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 17:54:25 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 17:54:27 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:04:22 Asia/Riyadh] "OPTIONS /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:04:24 Asia/Riyadh] "OPTIONS / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:04:27 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:04:28 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
114.119.143.209 - [03-Oct-2020 18:05:28 Asia/Riyadh] "GET /ar/create-a-ticket/announcements/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)
34.123.91.15    - [03-Oct-2020 18:07:53 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 [http://www.google.com/]
66.249.75.86    - [03-Oct-2020 18:10:47 Asia/Riyadh] "GET /ar/products-2/ :443" 200 - Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.138 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
69.191.249.214  - [03-Oct-2020 18:12:01 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
94.49.91.96     - [03-Oct-2020 18:14:22 Asia/Riyadh] "OPTIONS /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:14:26 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:14:27 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
151.255.240.112 - [03-Oct-2020 18:23:28 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 10; BLA-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.111 Mobile Safari/537.36
94.49.91.96     - [03-Oct-2020 18:24:23 Asia/Riyadh] "OPTIONS /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:24:24 Asia/Riyadh] "OPTIONS / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:24:26 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:24:27 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
114.119.143.209 - [03-Oct-2020 18:31:06 Asia/Riyadh] "GET /partners/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)
5.82.54.218     - [03-Oct-2020 18:31:32 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 10; SM-A715F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Mobile Safari/537.36
207.99.15.85    - [03-Oct-2020 18:34:30 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36
188.48.240.15   - [03-Oct-2020 18:39:03 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/71.0.3578.89 Mobile/14G60 Safari/602.1 [http://www.sama.gov.sa/ar-sa/Finance/Pages/FinancingLicencedEntities.aspx]
94.49.91.96     - [03-Oct-2020 18:40:43 Asia/Riyadh] "OPTIONS /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:40:46 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:40:47 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:40:50 Asia/Riyadh] "PROPFIND /srcfs.srco.com.sa :443" 404 - Microsoft-WebDAV-MiniRedir/10.0.19041
94.49.91.96     - [03-Oct-2020 18:40:51 Asia/Riyadh] "PROPFIND / :443" 200 - Microsoft-WebDAV-MiniRedir/10.0.19041
114.119.152.5   - [03-Oct-2020 18:44:41 Asia/Riyadh] "GET /ar/أخبار/news-ar/news4/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)
46.153.159.254  - [03-Oct-2020 18:52:54 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/125.2.332137730 Mobile/15E148 Safari/604.1
46.153.159.254  - [03-Oct-2020 18:53:03 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/125.2.332137730 Mobile/15E148 Safari/604.1
114.119.143.101 - [03-Oct-2020 18:56:00 Asia/Riyadh] "GET /ar/products-2/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)
77.88.5.225     - [03-Oct-2020 19:00:30 Asia/Riyadh] "GET /our-business/ :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
207.99.15.85    - [03-Oct-2020 19:03:20 Asia/Riyadh] "GET /support-ticket/ticket-status/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36
5.82.112.84     - [03-Oct-2020 19:43:22 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 10; SM-N975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36
207.99.15.85    - [03-Oct-2020 19:46:14 Asia/Riyadh] "GET /support-ticket/ticket-status/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36
69.191.249.211  - [03-Oct-2020 19:49:55 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
157.55.39.195   - [03-Oct-2020 19:54:40 Asia/Riyadh] "GET /our-business/ :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
31.167.215.129  - [03-Oct-2020 20:03:03 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 Edg/85.0.564.68
31.167.215.129  - [03-Oct-2020 20:03:11 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 Edg/85.0.564.68
157.55.39.195   - [03-Oct-2020 20:06:29 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
46.184.101.33   - [03-Oct-2020 20:09:02 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15
51.252.29.222   - [03-Oct-2020 20:09:48 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/123.0.328412499 Mobile/15E148 Safari/604.1
51.252.29.222   - [03-Oct-2020 20:10:05 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/123.0.328412499 Mobile/15E148 Safari/604.1
51.252.29.222   - [03-Oct-2020 20:10:07 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/123.0.328412499 Mobile/15E148 Safari/604.1
51.252.29.222   - [03-Oct-2020 20:10:09 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/123.0.328412499 Mobile/15E148 Safari/604.1
69.191.249.217  - [03-Oct-2020 20:16:21 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
95.185.178.39   - [03-Oct-2020 20:21:15 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp] [https://www.linkedin.com/]
66.249.75.84    - [03-Oct-2020 20:21:48 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
95.185.178.39   - [03-Oct-2020 20:22:24 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]
95.185.178.39   - [03-Oct-2020 20:23:12 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp] [https://www.linkedin.com/]
77.88.5.144     - [03-Oct-2020 20:25:24 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
93.158.161.55   - [03-Oct-2020 20:25:29 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
157.55.39.55    - [03-Oct-2020 20:29:51 Asia/Riyadh] "GET /atom.xml :443" 404 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
157.55.39.55    - [03-Oct-2020 20:29:52 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
95.185.117.62   - [03-Oct-2020 20:41:56 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Safari/537.36
37.43.17.58     - [03-Oct-2020 20:44:47 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36
37.43.17.58     - [03-Oct-2020 20:45:10 Asia/Riyadh] "GET /products/ :443" 200 - Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36
37.43.17.58     - [03-Oct-2020 20:45:14 Asia/Riyadh] "GET /products/ :443" 200 - Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36
37.43.17.58     - [03-Oct-2020 20:45:21 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 8.0.0; SM-G930F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36
207.46.13.202   - [03-Oct-2020 20:46:00 Asia/Riyadh] "GET /support-ticket/announcements/ :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.46.13.184   - [03-Oct-2020 21:00:46 Asia/Riyadh] "GET /ar/create-a-ticket/add-ticket/ :443" 200 - Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
77.88.5.225     - [03-Oct-2020 21:31:04 Asia/Riyadh] "GET /about-src/ :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
37.106.19.179   - [03-Oct-2020 21:31:41 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.109 Mobile/15E148 Safari/604.1
37.106.19.179   - [03-Oct-2020 21:40:12 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.109 Mobile/15E148 Safari/604.1
149.109.0.179   - [03-Oct-2020 21:41:06 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 7.0; SM-N920C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36
149.109.0.179   - [03-Oct-2020 21:41:56 Asia/Riyadh] "GET /about-src/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0; SM-N920C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36
51.39.148.215   - [03-Oct-2020 21:46:47 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.92 Mobile/15E148 Safari/604.1
37.107.80.36    - [03-Oct-2020 21:47:51 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1 [https://t.co/sX5yn6CJvr?amp=1]
37.107.80.36    - [03-Oct-2020 21:48:43 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1
69.191.249.221  - [03-Oct-2020 21:49:16 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
93.158.161.76   - [03-Oct-2020 21:49:29 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
37.107.80.36    - [03-Oct-2020 21:49:53 Asia/Riyadh] "GET /contact/ :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1
46.184.101.33   - [03-Oct-2020 21:51:34 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36
192.185.129.43  - [03-Oct-2020 21:54:06 Asia/Riyadh] "GET / :443" 200 - 
46.184.101.33   - [03-Oct-2020 21:59:06 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36
51.253.101.222  - [03-Oct-2020 22:18:06 Asia/Riyadh] "GET /ar/partners-ar/ :443" 200 - Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36 [https://t.co/l8AObHOC9w?amp=1]
51.253.101.222  - [03-Oct-2020 22:18:33 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/12.1 Chrome/79.0.3945.136 Mobile Safari/537.36 [https://t.co/PuApzFSmiQ?amp=1]
69.191.249.211  - [03-Oct-2020 22:18:50 Asia/Riyadh] "GET /financial-statements/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
51.36.114.68    - [03-Oct-2020 22:19:03 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 10; dandelion) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36
159.65.86.130   - [03-Oct-2020 22:19:29 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
159.65.86.130   - [03-Oct-2020 22:19:30 Asia/Riyadh] "POST / :443" 200 - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
207.99.15.85    - [03-Oct-2020 22:24:21 Asia/Riyadh] "GET /faq/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36
114.119.137.249 - [03-Oct-2020 22:26:57 Asia/Riyadh] "GET /our-business/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)
108.174.5.112   - [03-Oct-2020 22:27:12 Asia/Riyadh] "GET /ar/our-business-2/ :443" 200 - LinkedInBot/1.0 (compatible; Mozilla/5.0; Apache-HttpClient +http://www.linkedin.com)
114.119.143.209 - [03-Oct-2020 22:32:47 Asia/Riyadh] "GET /ar/create-a-ticket/ticket-status/ :443" 200 - Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)
47.94.20.223    - [03-Oct-2020 22:43:39 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36
2.88.12.35      - [03-Oct-2020 22:48:34 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36
77.88.5.225     - [03-Oct-2020 22:51:15 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106
77.88.5.225     - [03-Oct-2020 22:51:18 Asia/Riyadh] "GET /ar/ :443" 200 - Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106
2.88.12.35      - [03-Oct-2020 22:51:49 Asia/Riyadh] "GET /career/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36
2.88.12.35      - [03-Oct-2020 22:53:32 Asia/Riyadh] "GET /ar/career-2/ :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36
51.252.83.132   - [03-Oct-2020 23:03:16 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1
207.99.15.85    - [03-Oct-2020 23:44:06 Asia/Riyadh] "GET / :443" 200 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36
69.191.249.216  - [03-Oct-2020 23:48:48 Asia/Riyadh] "GET /board-of-directors-report/ :443" 200 - Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359 Safari/537.36
